Latitude,Longitude,KY_CD
40.69509012,-73.85026888,106
40.70978958,-73.78517297,361
40.6299718,-74.10020609,106
40.68770617,-73.79787523,126
40.80801293,-73.96390368,359
40.66391409,-73.95097661,109
40.85119524,-73.89883821,109
40.819594,-73.91048377,355
40.84925597,-73.91028843,105
40.7857427,-73.97644265,351
40.75231007,-73.83416555,341
40.73185913,-73.98375383,578
40.63093649,-74.16174567,114
40.72953646,-73.95203962,341
40.76287136,-73.81749056,351
40.67664718,-73.77693008,341
40.60176885,-73.75779161,109
40.85312422,-73.92724004,344
40.83855091,-73.90939937,351
40.70876259,-73.91588429,578
40.73392684,-73.8715824,109
40.68200198,-73.78841008,105
40.65530909,-73.90317537,348
40.6858109,-73.92813292,106
40.76167385,-73.93859527,236
40.66618898,-73.90597119,351
40.67633736,-73.86546354,675
40.62767242,-73.97993167,578
40.64306331,-73.89848713,341
40.7651294,-73.97493736,109
40.85668869,-73.86521441,578
40.89099237,-73.85871416,341
40.84478247,-73.88867008,344
40.73897643,-73.72645032,109
40.65030598,-73.95934375,578
40.73360453,-73.98198896,341
40.72167949,-73.84466421,341
40.81594676,-73.90762017,578
40.70592312,-73.78714752,578
40.6687587,-73.89403579,351
40.74899758,-73.86380098,344
40.83732351,-73.91983076,109
40.72239025,-73.90189821,341
40.75396846,-73.90834137,341
40.67981395,-73.96414973,341
40.75998315,-73.8314175,106
40.67496494,-73.80586671,341
40.75710578,-73.82896307,364
40.66753008,-73.96106711,109
40.8075676,-73.91922722,344
40.80677612,-73.95888696,109
40.67969663,-73.86056429,341
40.63820138,-73.89746404,105
40.81543403,-73.89846988,236
40.60616674,-73.7594395,126
40.75306343,-73.99654732,232
40.73686899,-73.98970655,341
40.820672,-73.82405583,361
40.86046086,-73.86368117,578
40.64166633,-73.93704098,348
40.89685438,-73.87481243,351
40.77140247,-73.98215925,109
40.68849006,-73.97388081,126
40.68962245,-73.96014913,344
40.87780694,-73.86805002,106
40.81063095,-73.92786448,344
40.86475888,-73.92282738,118
40.63942422,-74.16879967,106
40.69776457,-73.73267808,235
40.82195307,-73.92809429,341
40.81133729,-73.91703348,352
